contract_address,name,symbol,description,image,external_url,attributes
CM3h5aruy2pB8ZEYLcMUgkT95hJVdUxr8QUupRsUnJ1b,Coinzilla,CZL,"Destroying Competition",https://i.imgur.com/dcK7L62.jpeg,,
